Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,All,76.3,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,,,,,69.9,82.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,All,77.2,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,used crude rates,2014 BRFSS,,,70.8,83.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,All,81.7,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,,,,,70.1,93.4
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Asian/PI,6,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,2.2,14.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Asian/PI,98.4,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,95,100
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Asian/PI,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Asian/PI,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Asian/PI,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,42.5,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2014 NC BRFSS (Mecklenburg Sample),,,,,20.8,64.2
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,49.8,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Table 69, Pneumococcal vaccination among adults aged 18 and over, by selected characteristics: United States, selected years 1989-2015",,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,56,"Detroit, MI","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,"Among adults aged 65 years and older, the proportion who reported that they ever had a pneumococcal vaccine.",,,,43.8,67.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,56.9,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,38,75.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <50.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Black,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,45.2,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Table 69, Pneumococcal vaccination among adults aged 18 and over, by selected characteristics: United States, selected years 1989-2016",,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,62.5,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,38.8,86.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,67.6,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,Bexar County level data,,,56.6,77
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <50.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Hispanic,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,67.5,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,20.3,100
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,Other,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,7.1,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,5,10.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,57.7,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,,,,47.7,67.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,64,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,58,70
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,64.7,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Table 69, Pneumococcal vaccination among adults aged 18 and over, by selected characteristics: United States, selected years 1989-2017",,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,66,"New York City, NY","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","New York State Behavioral Risk Factor Surveillance System (BRFSS), limited to New York City (region=2), 2013, 2014, 2015. The New York State BRFSS is an annual statewide telephone survey; the sample is designed to be representative of the non-institutionalized adult household population, aged 18 years and older, who have either a landline or cellular telephone. Analysis by NYC DOHMH Bureau of Epidemiology Services.",,Data are not age adjusted.,,,59.8,71.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,70.4,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,64.6,76.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,75.3,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2014 NC BRFSS (Mecklenburg Sample),,,,,66.2,84.5
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,76.2,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,Bexar County level data,,,69.8,81.5
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,78,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,,,,,71.2,84.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Both,White,82.8,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,,,,,69.6,96.1
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,0.1,"Phoenix, AZ","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",AZ BRFSS,,All Maricopa County,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,6.3,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,4.1,9.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,53.2,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,,,,41.6,64.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,57,"Detroit, MI","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,"Among adults aged 65 years and older, the proportion who reported that they ever had a pneumococcal vaccine.",,,,43.1,70
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,57.8,"New York City, NY","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","New York State Behavioral Risk Factor Surveillance System (BRFSS), limited to New York City (region=2), 2013, 2014, 2015. The New York State BRFSS is an annual statewide telephone survey; the sample is designed to be representative of the non-institutionalized adult household population, aged 18 years and older, who have either a landline or cellular telephone. Analysis by NYC DOHMH Bureau of Epidemiology Services.",,Data are not age adjusted.,,,51.1,64.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,63.7,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Table 69, Pneumococcal vaccination among adults aged 18 and over, by selected characteristics: United States, selected years 1989-2018",,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,65,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,58.3,71.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,70.1,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2014 NC BRFSS (Mecklenburg Sample),,,,,59.7,80.5
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,74.4,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,68.1,80.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,79.9,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,Bexar County level data,,,73.3,85.1
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,82.4,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,,,,,76.1,88.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,82.6,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,used crude rates,2014 BRFSS,,,75.6,89.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Female,All,86.4,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,,,,,76.9,95.9
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,0.1,"Phoenix, AZ","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",AZ BRFSS,,All Maricopa County,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,7.9,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,4.8,12.5
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,55.8,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2014 NC BRFSS (Mecklenburg Sample),,,,,40.6,71.1
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,58.4,"U.S. Total, U.S. Total","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Table 69, Pneumococcal vaccination among adults aged 18 and over, by selected characteristics: United States, selected years 1989-2019",,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,60.7,"New York City, NY","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","New York State Behavioral Risk Factor Surveillance System (BRFSS), limited to New York City (region=2), 2013, 2014, 2015. The New York State BRFSS is an annual statewide telephone survey; the sample is designed to be representative of the non-institutionalized adult household population, aged 18 years and older, who have either a landline or cellular telephone. Analysis by NYC DOHMH Bureau of Epidemiology Services.",,Data are not age adjusted.,,,51.9,68.9
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,64.2,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,Bexar County level data,,,54.6,72.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,64.4,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,55.4,73.4
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,65,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2014.",Adults over age 65 who responded yes to having had their pneumonia vaccination,,,,52.1,78
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,67.2,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,58.4,76
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,68.9,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,,,,,57.6,80.2
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,69.7,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,used crude rates,2014 BRFSS,,,57.9,81.4
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2014,Male,All,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <50.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,8.2,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,6.2,10.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,55.4,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2015 NC BRFSS (Mecklenburg Sample),,,,,43.2,67.7
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,59,"Long Beach, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Source: 2015 Los Angeles County Health Survey.  Note: Estimates are based on self-reported data by a random sample of 8,008 Los Angeles County adults, representative of the adult population in Los Angeles County. The 95% confidence intervals (CI) represent the variability in the estimate due to sampling; the actual prevalence in the population, 95 out of 100 times sampled, would fall within the range provided.",,Originating dataset did not include gender and race estimates.,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,60.1,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2015.",Adults over age 65 who responded yes to having had their pneumonia vaccination,,,,53.2,66.9
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,64.2,"New York City, NY","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","New York State Behavioral Risk Factor Surveillance System (BRFSS), limited to New York City (region=2), 2013, 2014, 2015. The New York State BRFSS is an annual statewide telephone survey; the sample is designed to be representative of the non-institutionalized adult household population, aged 18 years and older, who have either a landline or cellular telephone. Analysis by NYC DOHMH Bureau of Epidemiology Services.",,Data are not age adjusted.,,,59.9,68.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,64.7,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS,,,,,50.9,78.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,68.4,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,,,,60.8,75.9
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,69.4,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,62.9,76
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,72.4,"Fort Worth (Tarrant County), TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health",,"FW-Arlington Metropolitan Division includes residents from Hood, Johnson, Parker, Somervell, Tarrant, and Wise counties (Not just Tarrant County, TX)",,,62.6,82.2
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,74.9,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,Bexar County level data,,,65.2,82.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,78,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,,,,72,84.1
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,81.8,"Kansas City, MO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,,,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,All,87,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,,,,,81.4,92.6
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,10.4,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",* indicates data are suppressed due to small numbers,,,,5.3,19.8
